Name,ip
1/15/1950,14.4279
2/15/1950,14.4833
3/15/1950,14.9541
4/15/1950,15.4526
5/15/1950,15.8126
6/15/1950,16.2834
7/15/1950,16.8095
8/15/1950,17.3357
9/15/1950,17.2249
10/15/1950,17.3357
11/15/1950,17.308
12/15/1950,17.6126
1/15/1951,17.668
2/15/1951,17.7788
3/15/1951,17.8618
4/15/1951,17.8895
5/15/1951,17.8342
6/15/1951,17.7511
7/15/1951,17.4741
8/15/1951,17.308
9/15/1951,17.4188
10/15/1951,17.3911
11/15/1951,17.5295
12/15/1951,17.6403
1/15/1952,17.8341
2/15/1952,17.9449
3/15/1952,18.0003
4/15/1952,17.8341
5/15/1952,17.668
6/15/1952,17.5018
7/15/1952,17.2249
8/15/1952,18.3326
9/15/1952,18.9972
10/15/1952,19.1911
11/15/1952,19.5788
12/15/1952,19.6896
1/15/1953,19.7449
2/15/1953,19.8557
3/15/1953,20.0219
4/15/1953,20.105
5/15/1953,20.2157
6/15/1953,20.1326
7/15/1953,20.3819
8/15/1953,20.2711
9/15/1953,19.8557
10/15/1953,19.6896
11/15/1953,19.2188
12/15/1953,18.748
1/15/1954,18.6095
2/15/1954,18.6649
3/15/1954,18.5542
4/15/1954,18.4434
5/15/1954,18.5542
6/15/1954,18.6096
7/15/1954,18.6372
8/15/1954,18.6095
9/15/1954,18.6372
10/15/1954,18.8588
11/15/1954,19.1634
12/15/1954,19.4126
1/15/1955,19.8557
2/15/1955,20.105
3/15/1955,20.5757
4/15/1955,20.825
5/15/1955,21.1573
6/15/1955,21.185
7/15/1955,21.3511
8/15/1955,21.3234
9/15/1955,21.4619
10/15/1955,21.8219
11/15/1955,21.8773
12/15/1955,21.9604
1/15/1956,22.0988
2/15/1956,21.905
3/15/1956,21.905
4/15/1956,22.0712
5/15/1956,21.8773
6/15/1956,21.6835
7/15/1956,21.0188
8/15/1956,21.8773
9/15/1956,22.3758
10/15/1956,22.5696
11/15/1956,22.3758
12/15/1956,22.7081
1/15/1957,22.625
2/15/1957,22.8466
3/15/1957,22.8189
4/15/1957,22.5142
5/15/1957,22.4312
6/15/1957,22.4866
7/15/1957,22.625
8/15/1957,22.625
9/15/1957,22.4312
10/15/1957,22.0988
11/15/1957,21.5727
12/15/1957,21.1573
1/15/1958,20.7696
2/15/1958,20.3265
3/15/1958,20.0773
4/15/1958,19.745
5/15/1958,19.9388
6/15/1958,20.465
7/15/1958,20.7696
8/15/1958,21.185
9/15/1958,21.3788
10/15/1958,21.6281
11/15/1958,22.265
12/15/1958,22.2927
1/15/1959,22.625
2/15/1959,23.0681
3/15/1959,23.4004
4/15/1959,23.8989
5/15/1959,24.2589
6/15/1959,24.2866
7/15/1959,23.705
8/15/1959,22.9019
9/15/1959,22.8743
10/15/1959,22.7081
11/15/1959,22.8466
12/15/1959,24.2589
1/15/1960,24.8958
2/15/1960,24.6743
3/15/1960,24.4528
4/15/1960,24.2589
5/15/1960,24.2312
6/15/1960,23.9266
7/15/1960,23.8435
8/15/1960,23.8158
9/15/1960,23.5666
10/15/1960,23.5389
11/15/1960,23.2066
12/15/1960,22.7635
1/15/1961,22.7912
2/15/1961,22.7635
3/15/1961,22.902
4/15/1961,23.3727
5/15/1961,23.7327
6/15/1961,24.065
7/15/1961,24.342
8/15/1961,24.5635
9/15/1961,24.5358
10/15/1961,25.0066
11/15/1961,25.3943
12/15/1961,25.6158
1/15/1962,25.3943
2/15/1962,25.8097
3/15/1962,25.9482
4/15/1962,26.0035
5/15/1962,25.9758
6/15/1962,25.9205
7/15/1962,26.1697
8/15/1962,26.1974
9/15/1962,26.3635
10/15/1962,26.3912
11/15/1962,26.502
12/15/1962,26.502
1/15/1963,26.6958
2/15/1963,27.0005
3/15/1963,27.1666
4/15/1963,27.4159
5/15/1963,27.7482
6/15/1963,27.8313
7/15/1963,27.7205
8/15/1963,27.7759
9/15/1963,28.0528
10/15/1963,28.2466
11/15/1963,28.3851
12/15/1963,28.3297
1/15/1964,28.579
2/15/1964,28.7728
3/15/1964,28.7728
4/15/1964,29.2436
5/15/1964,29.4098
6/15/1964,29.4928
7/15/1964,29.6867
8/15/1964,29.8805
9/15/1964,29.9913
10/15/1964,29.5759
11/15/1964,30.4898
12/15/1964,30.8498
1/15/1965,31.1821
2/15/1965,31.376
3/15/1965,31.7913
4/15/1965,31.9298
5/15/1965,32.179
6/15/1965,32.4283
7/15/1965,32.7329
8/15/1965,32.8713
9/15/1965,32.9544
10/15/1965,33.2868
11/15/1965,33.4252
12/15/1965,33.8406
1/15/1966,34.1729
2/15/1966,34.3945
3/15/1966,34.8652
4/15/1966,34.9206
5/15/1966,35.2529
6/15/1966,35.4191
7/15/1966,35.6129
8/15/1966,35.6406
9/15/1966,35.9729
10/15/1966,36.2221
11/15/1966,35.9729
12/15/1966,36.056
1/15/1967,36.2261
2/15/1967,35.8152
3/15/1967,35.6133
4/15/1967,35.9492
5/15/1967,35.6356
6/15/1967,35.6311
7/15/1967,35.55
8/15/1967,36.2311
9/15/1967,36.1723
10/15/1967,36.4669
11/15/1967,36.9884
12/15/1967,37.3868
1/15/1968,37.3465
2/15/1968,37.4804
3/15/1968,37.5974
4/15/1968,37.6518
5/15/1968,38.0741
6/15/1968,38.214
7/15/1968,38.1554
8/15/1968,38.2619
9/15/1968,38.4068
10/15/1968,38.483
11/15/1968,38.9808
12/15/1968,39.1039
1/15/1969,39.3405
2/15/1969,39.5922
3/15/1969,39.9027
4/15/1969,39.7559
5/15/1969,39.6056
6/15/1969,39.9925
7/15/1969,40.2037
8/15/1969,40.2961
9/15/1969,40.287
10/15/1969,40.2988
11/15/1969,39.9189
12/15/1969,39.8118
1/15/1970,39.0746
2/15/1970,39.0488
3/15/1970,38.9981
4/15/1970,38.8979
5/15/1970,38.8525
6/15/1970,38.7269
7/15/1970,38.8219
8/15/1970,38.7527
9/15/1970,38.4856
10/15/1970,37.7157
11/15/1970,37.4873
12/15/1970,38.3482
1/15/1971,38.6432
2/15/1971,38.5695
3/15/1971,38.5278
4/15/1971,38.7441
5/15/1971,38.9407
6/15/1971,39.104
7/15/1971,38.9905
8/15/1971,38.7642
9/15/1971,39.3942
10/15/1971,39.6891
11/15/1971,39.8576
12/15/1971,40.3177
1/15/1972,41.2876
2/15/1972,41.6865
3/15/1972,41.9746
4/15/1972,42.4183
5/15/1972,42.3963
6/15/1972,42.5166
7/15/1972,42.498
8/15/1972,43.0629
9/15/1972,43.3918
10/15/1972,43.9718
11/15/1972,44.4919
12/15/1972,45.0015
1/15/1973,45.2942
2/15/1973,45.9656
3/15/1973,45.9872
4/15/1973,45.9237
5/15/1973,46.2192
6/15/1973,46.2509
7/15/1973,46.4421
8/15/1973,46.3648
9/15/1973,46.7803
10/15/1973,47.0954
11/15/1973,47.3445
12/15/1973,47.2315
1/15/1974,46.8994
2/15/1974,46.7538
3/15/1974,46.7685
4/15/1974,46.6069
5/15/1974,46.9743
6/15/1974,46.9233
7/15/1974,46.9464
8/15/1974,46.4907
9/15/1974,46.5136
10/15/1974,46.3401
11/15/1974,44.8209
12/15/1974,43.234
1/15/1975,42.6409
2/15/1975,41.6602
3/15/1975,41.2135
4/15/1975,41.246
5/15/1975,41.1515
6/15/1975,41.4224
7/15/1975,41.8234
8/15/1975,42.2573
9/15/1975,42.7796
10/15/1975,42.9687
11/15/1975,43.0614
12/15/1975,43.5973
1/15/1976,44.2288
2/15/1976,44.6725
3/15/1976,44.7125
4/15/1976,44.9643
5/15/1976,45.1741
6/15/1976,45.183
7/15/1976,45.4535
8/15/1976,45.7737
9/15/1976,45.9031
10/15/1976,45.9207
11/15/1976,46.5978
12/15/1976,47.0854
1/15/1977,46.8276
2/15/1977,47.5417
3/15/1977,48.131
4/15/1977,48.5838
5/15/1977,48.9891
6/15/1977,49.3428
7/15/1977,49.412
8/15/1977,49.4259
9/15/1977,49.6639
10/15/1977,49.7592
11/15/1977,49.8117
12/15/1977,49.8949
1/15/1978,49.2066
2/15/1978,49.4502
3/15/1978,50.3928
4/15/1978,51.4368
5/15/1978,51.6276
6/15/1978,51.9833
7/15/1978,51.9592
8/15/1978,52.1543
9/15/1978,52.286
10/15/1978,52.7054
11/15/1978,53.1047
12/15/1978,53.3886
1/15/1979,53.0453
2/15/1979,53.3303
3/15/1979,53.4973
4/15/1979,52.8938
5/15/1979,53.3187
6/15/1979,53.3157
7/15/1979,53.2433
8/15/1979,52.8899
9/15/1979,52.9486
10/15/1979,53.239
11/15/1979,53.1918
12/15/1979,53.2603
1/15/1980,53.5037
2/15/1980,53.5053
3/15/1980,53.3294
4/15/1980,52.2336
5/15/1980,50.9638
6/15/1980,50.3348
7/15/1980,49.9462
8/15/1980,50.1256
9/15/1980,50.9386
10/15/1980,51.5813
11/15/1980,52.4717
12/15/1980,52.7685
1/15/1981,52.4668
2/15/1981,52.226
3/15/1981,52.5025
4/15/1981,52.2691
5/15/1981,52.5803
6/15/1981,52.8284
7/15/1981,53.1751
8/15/1981,53.1679
9/15/1981,52.8514
10/15/1981,52.4949
11/15/1981,51.894
12/15/1981,51.3274
1/15/1982,50.3043
2/15/1982,51.3016
3/15/1982,50.9104
4/15/1982,50.4627
5/15/1982,50.138
6/15/1982,49.9692
7/15/1982,49.8138
8/15/1982,49.3773
9/15/1982,49.226
10/15/1982,48.7874
11/15/1982,48.592
12/15/1982,48.2424
1/15/1983,49.1762
2/15/1983,48.8688
3/15/1983,49.2654
4/15/1983,49.8675
5/15/1983,50.2084
6/15/1983,50.5089
7/15/1983,51.2733
8/15/1983,51.8454
9/15/1983,52.6303
10/15/1983,53.0679
11/15/1983,53.2534
12/15/1983,53.5343
1/15/1984,54.6008
2/15/1984,54.835
3/15/1984,55.1052
4/15/1984,55.4514
5/15/1984,55.7141
6/15/1984,55.9085
7/15/1984,56.0842
8/15/1984,56.1376
9/15/1984,56.0382
10/15/1984,55.9459
11/15/1984,56.1667
12/15/1984,56.2296
1/15/1985,56.1398
2/15/1985,56.3323
3/15/1985,56.4232
4/15/1985,56.2693
5/15/1985,56.3488
6/15/1985,56.3901
7/15/1985,56.0234
8/15/1985,56.2555
9/15/1985,56.4983
10/15/1985,56.2648
11/15/1985,56.4549
12/15/1985,57.0458
1/15/1986,57.3104
2/15/1986,56.9344
3/15/1986,56.542
4/15/1986,56.5599
5/15/1986,56.6823
6/15/1986,56.4976
7/15/1986,56.814
8/15/1986,56.7381
9/15/1986,56.8532
10/15/1986,57.1191
11/15/1986,57.3792
12/15/1986,57.8623
1/15/1987,57.685
2/15/1987,58.4399
3/15/1987,58.516
4/15/1987,58.8851
5/15/1987,59.2653
6/15/1987,59.5409
7/15/1987,59.9536
8/15/1987,60.4517
9/15/1987,60.6069
10/15/1987,61.491
11/15/1987,61.8137
12/15/1987,62.119
1/15/1988,62.1469
2/15/1988,62.4169
3/15/1988,62.5418
4/15/1988,62.8959
5/15/1988,62.8223
6/15/1988,62.9823
7/15/1988,63.0093
8/15/1988,63.2723
9/15/1988,63.099
10/15/1988,63.4122
11/15/1988,63.5128
12/15/1988,63.8233
1/15/1989,64.0153
2/15/1989,63.7242
3/15/1989,63.8691
4/15/1989,63.9124
5/15/1989,63.4884
6/15/1989,63.5187
7/15/1989,62.9354
8/15/1989,63.5168
9/15/1989,63.2954
10/15/1989,63.2542
11/15/1989,63.4616
12/15/1989,63.8467
1/15/1990,63.4228
2/15/1990,64.0446
3/15/1990,64.358
4/15/1990,64.2602
5/15/1990,64.3973
6/15/1990,64.6041
7/15/1990,64.5205
8/15/1990,64.7326
9/15/1990,64.8145
10/15/1990,64.3274
11/15/1990,63.5753
12/15/1990,63.1594
1/15/1991,62.8852
2/15/1991,62.4462
3/15/1991,62.119
4/15/1991,62.2415
5/15/1991,62.8646
6/15/1991,63.4372
7/15/1991,63.5128
8/15/1991,63.5671
9/15/1991,64.133
10/15/1991,64.0213
11/15/1991,63.948
12/15/1991,63.6937
1/15/1992,63.3374
2/15/1992,63.7911
3/15/1992,64.3212
4/15/1992,64.8088
5/15/1992,65.0202
6/15/1992,65.0295
7/15/1992,65.6172
8/15/1992,65.2943
9/15/1992,65.446
10/15/1992,65.9369
11/15/1992,66.2174
12/15/1992,66.2772
1/15/1993,66.5643
2/15/1993,66.8594
3/15/1993,66.7658
4/15/1993,67
5/15/1993,66.7674
6/15/1993,66.8781
7/15/1993,67.0845
8/15/1993,67.014
9/15/1993,67.3345
10/15/1993,67.8515
11/15/1993,68.1326
12/15/1993,68.5054
1/15/1994,68.7648
2/15/1994,68.7836
3/15/1994,69.4766
4/15/1994,69.8703
5/15/1994,70.2281
6/15/1994,70.6763
7/15/1994,70.7846
8/15/1994,71.2053
9/15/1994,71.4767
10/15/1994,72.082
11/15/1994,72.5263
12/15/1994,73.2879
1/15/1995,73.4219
2/15/1995,73.3025
3/15/1995,73.4081
4/15/1995,73.3612
5/15/1995,73.6104
6/15/1995,73.8602
7/15/1995,73.5664
8/15/1995,74.495
9/15/1995,74.7937
10/15/1995,74.7017
11/15/1995,74.8897
12/15/1995,75.1755
1/15/1996,74.6841
2/15/1996,75.8344
3/15/1996,75.7631
4/15/1996,76.4562
5/15/1996,77.0161
6/15/1996,77.6669
7/15/1996,77.5662
8/15/1996,78.016
9/15/1996,78.5532
10/15/1996,78.5065
11/15/1996,79.1996
12/15/1996,79.7143
1/15/1997,79.8273
2/15/1997,80.793
3/15/1997,81.334
4/15/1997,81.3531
5/15/1997,81.8293
6/15/1997,82.2285
7/15/1997,82.8557
8/15/1997,83.7214
9/15/1997,84.4651
10/15/1997,85.1918
11/15/1997,85.9397
12/15/1997,86.2047
1/15/1998,86.6474
2/15/1998,86.7612
3/15/1998,86.8198
4/15/1998,87.1411
5/15/1998,87.6952
6/15/1998,87.145
7/15/1998,86.8423
8/15/1998,88.6247
9/15/1998,88.4515
10/15/1998,89.1677
11/15/1998,89.1098
12/15/1998,89.4407
1/15/1999,89.8594
2/15/1999,90.3386
3/15/1999,90.4819
4/15/1999,90.7274
5/15/1999,91.352
6/15/1999,91.1994
7/15/1999,91.7766
8/15/1999,92.1629
9/15/1999,91.774
10/15/1999,92.9979
11/15/1999,93.4371
12/15/1999,94.1593
1/15/2000,94.1758
2/15/2000,94.4557
3/15/2000,94.798
4/15/2000,95.4808
5/15/2000,95.6435
6/15/2000,95.7353
7/15/2000,95.5906
8/15/2000,95.3112
9/15/2000,95.679
10/15/2000,95.397
11/15/2000,95.4229
12/15/2000,95.1573
1/15/2001,94.5448
2/15/2001,93.9398
3/15/2001,93.7201
4/15/2001,93.4469
5/15/2001,92.876
6/15/2001,92.3208
7/15/2001,91.7933
8/15/2001,91.6795
9/15/2001,91.3289
10/15/2001,90.9315
11/15/2001,90.486
12/15/2001,90.5073
1/15/2002,91.0794
2/15/2002,91.0553
3/15/2002,91.798
4/15/2002,92.1771
5/15/2002,92.5668
6/15/2002,93.4476
7/15/2002,93.2237
8/15/2002,93.2359
9/15/2002,93.3654
10/15/2002,93.0834
11/15/2002,93.5693
12/15/2002,93.1103
1/15/2003,93.8198
2/15/2003,93.9532
3/15/2003,93.7358
4/15/2003,93.0657
5/15/2003,93.0918
6/15/2003,93.2476
7/15/2003,93.6582
8/15/2003,93.5246
9/15/2003,94.0751
10/15/2003,94.2079
11/15/2003,94.9338
12/15/2003,94.8662
1/15/2004,95.1085
2/15/2004,95.6847
3/15/2004,95.2088
4/15/2004,95.6385
5/15/2004,96.3966
6/15/2004,95.6019
7/15/2004,96.3385
8/15/2004,96.4095
9/15/2004,96.4907
10/15/2004,97.4094
11/15/2004,97.6137
12/15/2004,98.3318
1/15/2005,98.7845
2/15/2005,99.4639
3/15/2005,99.3061
4/15/2005,99.4734
5/15/2005,99.6033
6/15/2005,99.9853
7/15/2005,99.6692
8/15/2005,99.9435
9/15/2005,98.0779
10/15/2005,99.3149
11/15/2005,100.3216
12/15/2005,100.9437
1/15/2006,101.0627
2/15/2006,101.0669
3/15/2006,101.2751
4/15/2006,101.6813
5/15/2006,101.579
6/15/2006,101.9693
7/15/2006,101.9319
8/15/2006,102.3327
9/15/2006,102.1252
10/15/2006,102.0668
11/15/2006,101.9688
12/15/2006,103.0292
1/15/2007,102.4933
2/15/2007,103.5264
3/15/2007,103.7521
4/15/2007,104.4814
5/15/2007,104.5322
6/15/2007,104.5617
7/15/2007,104.5227
8/15/2007,104.7556
9/15/2007,105.1611
10/15/2007,104.7171
11/15/2007,105.3338
12/15/2007,105.3457
1/15/2008,105.0619
2/15/2008,104.7094
3/15/2008,104.4616
4/15/2008,103.6704
5/15/2008,103.0863
6/15/2008,102.8445
7/15/2008,102.3002
8/15/2008,100.7353
9/15/2008,96.3666
10/15/2008,97.2832
11/15/2008,96.0605
12/15/2008,93.2521
1/15/2009,91.0373
2/15/2009,90.4502
3/15/2009,89.016
4/15/2009,88.3056
5/15/2009,87.4155
6/15/2009,87.0742
7/15/2009,88.0323
8/15/2009,89.019
9/15/2009,89.6926
10/15/2009,89.9797
11/15/2009,90.3375
12/15/2009,90.6132
1/15/2010,91.6642
2/15/2010,91.994
3/15/2010,92.5993
4/15/2010,92.9436
5/15/2010,94.2997
6/15/2010,94.4397
7/15/2010,94.8536
8/15/2010,95.1448
9/15/2010,95.3637
10/15/2010,95.1109
11/15/2010,95.1383
12/15/2010,96.0599
1/15/2011,95.9364
2/15/2011,95.5154
3/15/2011,96.4643
4/15/2011,96.1187
5/15/2011,96.3377
6/15/2011,96.6154
7/15/2011,97.1292
8/15/2011,97.6731
9/15/2011,97.6494
10/15/2011,98.3222
11/15/2011,98.2433
12/15/2011,98.7876
1/15/2012,99.3925
2/15/2012,99.6203
3/15/2012,99.1551
4/15/2012,99.9006
5/15/2012,100.0924
6/15/2012,100.0728
7/15/2012,100.3354
8/15/2012,99.856
9/15/2012,99.9049
10/15/2012,100.1167
11/15/2012,100.5991
12/15/2012,100.9542
1/15/2013,100.8204
2/15/2013,101.3995
3/15/2013,101.8114
4/15/2013,101.6364
5/15/2013,101.7476
6/15/2013,101.9549
7/15/2013,101.5204
8/15/2013,102.1907
9/15/2013,102.717
10/15/2013,102.5371
11/15/2013,102.8379
12/15/2013,103.1504
1/15/2014,102.7216
2/15/2014,103.5917
3/15/2014,104.5889
4/15/2014,104.6371
5/15/2014,105.0152
6/15/2014,105.4081
7/15/2014,105.6157
8/15/2014,105.4986
9/15/2014,105.8138
10/15/2014,105.8357
11/15/2014,106.6634
12/15/2014,106.5085
1/15/2015,105.9806
2/15/2015,105.4425
3/15/2015,105.1464
4/15/2015,104.5272
5/15/2015,104.0742
6/15/2015,103.7174
7/15/2015,104.3243
8/15/2015,104.1621
9/15/2015,103.7768
10/15/2015,103.3976
11/15/2015,102.6866
12/15/2015,102.1014
1/15/2016,102.9525
2/15/2016,102.2225
3/15/2016,101.4155
4/15/2016,101.5167
5/15/2016,101.4298
6/15/2016,101.8747
7/15/2016,102.1325
8/15/2016,102.0407
9/15/2016,102.0477
10/15/2016,102.2485
11/15/2016,102.0507
12/15/2016,102.9281
1/15/2017,103.0366
2/15/2017,102.6479
3/15/2017,103.343
4/15/2017,104.2721
5/15/2017,104.4129
6/15/2017,104.5849
7/15/2017,104.5427
8/15/2017,104.0475
9/15/2017,104.0502
10/15/2017,105.6287
11/15/2017,106.193
12/15/2017,106.536
1/15/2018,106.2655
2/15/2018,106.6419
3/15/2018,107.2519
4/15/2018,108.2223
5/15/2018,107.3639
6/15/2018,108.1707
7/15/2018,108.652
8/15/2018,109.5246
9/15/2018,109.6749
10/15/2018,109.9165
11/15/2018,110.5067
12/15/2018,110.5516
1/15/2019,110.1185
2/15/2019,109.5631
3/15/2019,109.6811
4/15/2019,108.9888
5/15/2019,109.2264
6/15/2019,109.2774
7/15/2019,109.0852
8/15/2019,109.8543
9/15/2019,109.48
10/15/2019,109.0086
11/15/2019,109.9726
12/15/2019,109.5407
1/15/2020,109.2026
,
